"facility_name","addresses","zip_code","lon","lat","geoAddress"
"GEORGETOWN BEHAVIORAL HEALTH INSTITUTE","3101 S AUSTIN AVENUE, GEORGETOWN, TX","78626",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WELLBRIDGE HEALTHCARE GREATER DALLAS","4301 MAPLESHADE LANE, PLANO, TX","75093",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WESTPARK SPRINGS LLC","6902 S PEEK ROAD, RICHMOND, TX","77407",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL","8550 HUEBNER ROAD, SAN ANTONIO, TX","78240",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CROSS CREEK HOSPITAL","8402 CROSS PARK DRIVE, AUSTIN, TX","78754",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HAVEN BEHAVIORAL HOSPITAL OF FRISCO","5680 FRISCO SQUARE BLVD, SUITE 3000, FRISCO, TX","75034",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC","2801 GESSNER ROAD, HOUSTON, TX","77080",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OCEANS BEHAVIORAL HOSPITAL OF KATY","455 PARK GROVE LANE, KATY, TX","77450",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OCEANS BEHAVIORAL HOSPITAL OF SAN MARCOS","1106 N IH 35, SAN MARCOS, TX","78666",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GARLAND BEHAVIORAL HOSPITAL","2300 MARIE CURIE BLVD 5TH FLOOR, GARLAND, TX","75042",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SUN BEHAVIORAL HOUSTON","7601 FANNIN STREET, HOUSTON, TX","77054",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PALMS BEHAVIORAL HEALTH","613 VICTORIA LANE, HARLINGEN, TX","78550",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WOODLAND SPRINGS","15860 OLD CONROE ROAD, CONROE, TX","77384",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RIO VISTA BEHAVIORAL HEALTH","1390 NORTHWESTERN DR., EL PASO, TX","79912",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OCEANS BEHAVIORAL HOSPITAL OF PASADENA","4001 PRESTON AVENUE, PASADENA, TX","77505",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PERIMETER BEHAVIORAL HOSPITAL OF ARLINGTON","7000 US HIGHWAY 287, ARLINGTON, TX","76001",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PERIMETER BEHAVIORAL HOSPITAL OF DALLAS","2696 W WALNUT STREET, GARLAND, TX","75042",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OCEANS BEHAVIORAL HOSPITAL OF WACO","5931 CROSSLAKE PARKWAY, WACO, TX","76712",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UTAH VALLEY HOSPITAL","1034 NORTH 500 WEST, PROVO, UT","84604",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SALT LAKE REGIONAL MEDICAL CENTER","1050 EAST SOUTH TEMPLE, SALT LAKE CITY, UT","84102",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MCKAY DEE HOSPITAL","4401 HARRISON BOULEVARD, OGDEN, UT","84403",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OGDEN REGIONAL MEDICAL CENTER","5475 SOUTH 500 EAST, OGDEN, UT","84405",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LDS HOSPITAL","8TH AVENUE AND C STREET, SALT LAKE CITY, UT","84143",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CEDAR CITY HOSPITAL","1303 NORTH MAIN STREET, CEDAR CITY, UT","84721",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UNIVERSITY OF UTAH HOSPITALS AND CLINICS","50 NORTH MEDICAL DRIVE, SALT LAKE CITY, UT","84132",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"INTERMOUNTAIN MEDICAL CENTER","5121 SOUTH COTTONWOOD STREET, MURRAY, UT","84107",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CASTLEVIEW HOSPITAL","300 NORTH HOSPITAL DRIVE, PRICE, UT","84501",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MOUNTAIN VIEW HOSPITAL","1000 EAST 100 NORTH, PAYSON, UT","84651",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MOUNTAIN WEST MEDICAL CENTER","2055 NORTH MAIN STREET, TOOELE, UT","84074",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LOGAN REGIONAL HOSPITAL","500 EAST 1400 NORTH, LOGAN, UT","84341",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BRIGHAM CITY COMMUNITY HOSPITAL","950 SOUTH MEDICAL DRIVE, BRIGHAM CITY, UT","84302",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UINTAH BASIN MEDICAL CENTER","250 WEST 300 NORTH, ROOSEVELT, UT","84066",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST. GEORGE REGIONAL HOSPITAL","1380 EAST MEDICAL CENTER DRIVE, ST GEORGE, UT","84790",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"AMERICAN FORK HOSPITAL","170 NORTH 1100 EAST, AMERICAN FORK, UT","84003",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SEVIER VALLEY HOSPITAL","1000 NORTH MAIN STREET, RICHFIELD, UT","84701",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ASHLEY REGIONAL MEDICAL CENTER","150 WEST 100 NORTH, VERNAL, UT","84078",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BEAR RIVER VALLEY HOSPITAL","905 NORTH 1000 WEST, TREMONTON, UT","84337",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"DAVIS HOSPITAL AND MEDICAL CENTER","1600 WEST ANTELOPE DRIVE, LAYTON, UT","84041",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LAKEVIEW HOSPITAL","630 EAST MEDICAL DRIVE, BOUNTIFUL, UT","84010",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OREM COMMUNITY HOSPITAL","331 NORTH 400 WEST, OREM, UT","84057",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ALTA VIEW HOSPITAL","9660 SOUTH 1300 EAST, SANDY, UT","84094",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ST MARK'S HOSPITAL","1200 EAST 3900 SOUTH, SALT LAKE CITY, UT","84124",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"THE ORTHOPEDIC SPECIALTY HOSPITAL","5848 SOUTH 300 EAST, MURRAY, UT","84107",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"JORDAN VALLEY MEDICAL CENTER","3580 WEST 9000 SOUTH, WEST JORDAN, UT","84088",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"TIMPANOGOS REGIONAL HOSPITAL","750 WEST 800 NORTH, OREM, UT","84057",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CACHE VALLEY HOSPITAL","2380 NORTH 400 EAST, NORTH LOGAN, UT","84341",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PARK CITY HOSPITAL","900 ROUND VALLEY DRIVE, PARK CITY, UT","84060",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RIVERTON HOSPITAL","3741 WEST 12600 SOUTH, RIVERTON, UT","84065",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LONE PEAK HOSPITAL","11925 SOUTH STATE STREET, DRAPER, UT","84020",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LAYTON HOSPITAL","201 WEST LAYTON PARKWAY, LAYTON, UT","84041",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"DELTA COMMUNITY HOSPITAL","126 SOUTH WHITE SAGE AVENUE, DELTA, UT","84624",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"FILLMORE COMMUNITY HOSPITAL","674 SOUTH HIGHWAY 99, FILLMORE, UT","84631",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MOAB REGIONAL HOSPITAL","450 WEST WILLIAMS WAY, MOAB, UT","84532",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SANPETE VALLEY HOSPITAL - CAH","1100 SOUTH MEDICAL DRIVE, MOUNT PLEASANT, UT","84647",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CENTRAL VALLEY MEDICAL CENTER - CAH","48 WEST 1500 NORTH, NEPHI, UT","84648",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MILFORD MEMORIAL HOSPITAL","850 NORTH MAIN STREET, MILFORD, UT","84751",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GUNNISON VALLEY HOSPITAL","64 EAST 100 NORTH, GUNNISON, UT","84634",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HEBER VALLEY HOSPITAL","454 EAST MEDICAL WAY, HEBER CITY, UT","84032",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SAN JUAN HOSPITAL","380 WEST 100 NORTH, MONTICELLO, UT","84535",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"KANE COUNTY HOSPITAL","355 NORTH MAIN STREET, KANAB, UT","84741",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BLUE MOUNTAIN HOSPITAL","802 SOUTH 200 WEST, BLANDING, UT","84511",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GARFIELD MEMORIAL HOSPITAL","200 NORTH 400 EAST, PANGUITCH, UT","84759",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BEAVER VALLEY HOSPITAL","1109 NORTH 100 WEST, BEAVER, UT","84713",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PRIMARY CHILDREN'S HOSPITAL","100 NORTH MARIO CAPECCHI DRIVE, SALT LAKE CITY, UT","84113",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SHRINERS HOSPITALS FOR CHILDREN - SALT LAKE CITY","1275 EAST FAIRFAX ROAD, SALT LAKE CITY, UT","84103",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UTAH STATE HOSPITAL","1300 EAST CENTER STREET, PROVO, UT","84605",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"COPPER HILLS YOUTH CENTER","5899 WEST RIVENDELL DRIVE, WEST JORDAN, UT","84088",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MARIAN CENTER","451 EAST BISHOP FEDERAL LANE, SALT LAKE CITY, UT","84115",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SALT LAKE BEHAVIORAL HEALTH","3802 SOUTH 700 EAST, SALT LAKE CITY, UT","84106",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PROVO CANYON BEHAVIORAL HOSPITAL","1350 EAST 750 NORTH, OREM, UT","84097",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HIGHLAND RIDGE HOSPITAL","7309 SOUTH 180 WEST, MIDVALE, UT","84047",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CENTRAL VERMONT MEDICAL CENTER","BOX 547, BARRE, VT","05641",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE","111 COLCHESTER AVE, BURLINGTON, VT","05401",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RUTLAND REGIONAL MEDICAL CENTER","160 ALLEN ST, RUTLAND, VT","05701",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BRATTLEBORO MEMORIAL HOSPITAL","17 BELMONT AVE, BRATTLEBORO, VT","05301",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SOUTHWESTERN VERMONT MEDICAL CENTER","100 HOSPITAL DRIVE, BENNINGTON, VT","05201",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NORTHWESTERN MEDICAL CENTER INC","133 FAIRFIELD STREET, SAINT ALBANS, VT","05478",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GRACE COTTAGE HOSPITAL","PO BOX 216, TOWNSHEND, VT","05353",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GIFFORD MEDICAL CENTER","44 SOUTH MAIN STREET, RANDOLPH, VT","05060",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MT ASCUTNEY HOSPITAL","289 COUNTY ROAD, WINDSOR, VT","05089",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NORTHEASTERN VERMONT REGIONAL HOSPITAL","1315 HOSPITAL DRIVE, SAINT JOHNSBURY, VT","05819",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NORTH COUNTRY HOSPITAL AND HEALTH CENTER","189 PROUTY DRIVE, NEWPORT, VT","05855",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"COPLEY HOSPITAL","528 WASHINGTON HIGHWAY, MORRISVILLE, VT","05661",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SPRINGFIELD HOSPITAL","PO BOX 2003, SPRINGFIELD, VT","05156",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PORTER HOSPITAL, INC","115 PORTER DRIVE, MIDDLEBURY, VT","05753",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BRATTLEBORO RETREAT","ANNA MARSH LANE PO BOX 803, BRATTLEBORO, VT","05301",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"VERMONT PSYCHIATRIC CARE HOSPITAL","350 FISHER ROAD, BERLIN, VT","05602",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ROY LESTER SCHNEIDER HOSPITAL,THE","9048 SUGAR ESTATE, ST THOMAS, VI","00801",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GOV JUAN F LUIS HOSPITAL & MEDICAL CTR","#4007 EST DIAMOND RUBY, CHRISTIANSTED, ST CROIX, VI","00820",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NORTON COMMUNITY HOSPITAL","100  15TH NW STREET, NORTON, VA","24273",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RUSSELL COUNTY HOSPITAL","58 CARROLL STREET, LEBANON, VA","24266",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SENTARA RMH MEDICAL CENTER","2010 HEALTH CAMPUS DRIVE, HARRISONBURG, VA","22801",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WINCHESTER MEDICAL CENTER","1840 AMHERST ST, WINCHESTER, VA","22601",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SENTARA NORFOLK GENERAL HOSPITAL","600 GRESHAM DR, NORFOLK, VA","23507",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UNIVERSITY OF VIRGINIA MEDICAL CENTER","1215 LEE STREET, CHARLOTTESVILLE, VA","22908",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BON SECOURS DEPAUL MEDICAL CENTER","150 KINGSLEY LANE, NORFOLK, VA","23505",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SENTARA HALIFAX REGIONAL HOSPITAL","2204 WILBORN AVENUE, SOUTH BOSTON, VA","24592",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BON SECOURS MARYVIEW MEDICAL CENTER","3636 HIGH STREET, PORTSMOUTH, VA","23707",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"AUGUSTA HEALTH","78 MEDICAL CENTER DRIVE, FISHERSVILLE, VA","22939",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE","501 SUNSET LANE, CULPEPER, VA","22701",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"Fort Belvoir Community Hospital","9300 DeWitt Loop, Fort Belvoir, VA","22060",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"JOHN RANDOLPH MEDICAL CENTER","411 WEST RANDOLPH ROAD, HOPEWELL, VA","23860",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL","1901 TATE SPRINGS ROAD, LYNCHBURG, VA","24501",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MARY WASHINGTON HOSPITAL","1001 SAM PERRY BOULEVARD, FREDERICKSBURG, VA","22401",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"FAUQUIER HOSPITAL","500 HOSPITAL DRIVE, WARRENTON, VA","20186",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CARILION MEDICAL CENTER","1906 BELLEVIEW AVENUE, SE, ROANOKE, VA","24014",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MEDICAL COLLEGE OF VIRGINIA HOSPITALS","BOX 980510   1250 EAST MARSHALL STREET, RICHMOND, VA","23298",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WARREN MEMORIAL HOSPITAL","1000 NORTH SHENANDOAH AVE, FRONT ROYAL, VA","22630",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RIVERSIDE SHORE MEMORIAL HOSPITAL","20480 MARKET STREET, ONANCOCK, VA","23417",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SMYTH COUNTY COMMUNITY HOSPITAL","245 MEDICAL PARK DRIVE, MARION, VA","24354",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"INOVA ALEXANDRIA HOSPITAL","4320 SEMINARY RD, ALEXANDRIA, VA","22304",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MARY IMMACULATE HOSPITAL","2 BERNARDINE DRIVE, NEWPORT NEWS, VA","23602",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CARILION NEW RIVER VALLEY MEDICAL CENTER","2900 LAMB CIRCLE, CHRISTIANSBURG, VA","24073",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"INOVA LOUDOUN HOSPITAL","44045 RIVERSIDE PARKWAY, LEESBURG, VA","20176",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SENTARA OBICI HOSPITAL","2800 GODWIN BOULEVARD, SUFFOLK, VA","23439",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NOVANT PRINCE WILLIAM MEDICAL CENTER","8700 SUDLEY RD, MANASSAS, VA","20110",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SENTARA LEIGH HOSPITAL","830 KEMPSVILLE ROAD, NORFOLK, VA","23502",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LEWISGALE MEDICAL CENTER","1900 ELECTRIC ROAD, SALEM, VA","24153",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"VIRGINIA HOSPITAL CENTER","1701 NORTH GEORGE MASON DRIVE, ARLINGTON, VA","22205",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RIVERSIDE REGIONAL MEDICAL CENTER","500 J CLYDE MORRIS BLVD, NEWPORT NEWS, VA","23601",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"JOHNSTON MEMORIAL HOSPITAL","16000 JOHNSTON MEMORIAL DRIVE, ABINGDON, VA","24211",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SENTARA VIRGINIA BEACH GENERAL HOSPITAL","1060 FIRST COLONIAL ROAD, VIRGINIA BEACH, VA","23454",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BON SECOURS ST MARYS HOSPITAL","5801 BREMO RD, RICHMOND, VA","23226",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"1st Medical Group (Langley AFB)","633 MDG 77 Nealy Ave, Langley, VA","23665",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CLINCH VALLEY MEDICAL CENTER","6801 GOVERNOR GC PERRY HIGHWAY, RICHLANDS, VA","24641",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"INOVA FAIRFAX HOSPITAL","3300 GALLOWS ROAD, FALLS CHURCH, VA","22042",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER","100 SENTARA CIRCLE, WILLIAMSBURG, VA","23188",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SOUTHSIDE REGIONAL MEDICAL CENTER","200 MEDICAL PARK BOULEVARD, PETERSBURG, VA","23805",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER","8260 ATLEE ROAD, MECHANICSVILLE, VA","23116",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SOVAH HEALTH MARTINSVILLE","142 SOUTH MAIN STREET, DANVILLE, VA","24541",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SENTARA MARTHA JEFFERSON HOSPITAL","500 MARTHA JEFFERSON DRIVE, CHARLOTTESVILLE, VA","22911",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"VCU HEALTH TAPPAHANNOCK HOSPITAL","618 HOSPITAL ROAD, TAPPAHANNOCK, VA","22560",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CENTRA BEDFORD MEMORIAL HOSPITAL","1613 OAKWOOD STREET, BEDFORD, VA","24523",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CARILION FRANKLIN MEMORIAL HOSPITAL","180 FLOYD AVENUE, ROCKY MOUNT, VA","24151",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NMC Portsmouth","620 John Paul Jones Circle, Portsmouth, VA","23708",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC","800 OAK STREET, FARMVILLE, VA","23901",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL","100 FAIRVIEW DRIVE - PO BOX 817, FRANKLIN, VA","23851",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SENTARA CAREPLEX HOSPITAL","3000 COLISEUM DRIVE, HAMPTON, VA","23666",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BON SECOURS RICHMOND COMMUNITY HOSPITAL","1500 N. 28TH STREET, RICHMOND, VA","23223",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER","727 NORTH MAIN STREET, EMPORIA, VA","23847",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"COMMUNITY MEMORIAL HOSPITAL","1755 NORTH MECKLENBURG AVENUE, SOUTH HILL, VA","23970",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"INOVA FAIR OAKS HOSPITAL","3600 JOSEPH SIEWICK DRIVE, FAIRFAX, VA","22033",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HIRAM W DAVIS MEDICAL CENTER","P O BOX 4030, PETERSBURG, VA","23803",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RESTON HOSPITAL CENTER","1850 TOWN CENTER PARKWAY, RESTON, VA","20190",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LEWISGALE HOSPITAL MONTGOMERY","3700 SOUTH MAIN STREET, BLACKSBURG, VA","24060",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WYTHE COUNTY COMMUNITY HOSPITAL","600 WEST RIDGE ROAD, WYTHEVILLE, VA","24382",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CJW MEDICAL CENTER","7101 JAHNKE ROAD, RICHMOND, VA","23235",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SENTARA NORTHERN VIRGINIA MEDICAL CENTER","2300 OPITZ BOULEVARD, WOODBRIDGE, VA","22191",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LONESOME PINE HOSPITAL","1990 HOLTON AVENUE EAST, BIG STONE GAP, VA","24219",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"TWIN COUNTY REGIONAL HOSPITAL","200 HOSPITAL DRIVE, GALAX, VA","24333",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LEWISGALE HOSPITAL PULASKI","2400 LEE HIGHWAY, PULASKI, VA","24301",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CARILION TAZEWELL COMMUNITY HOSPITAL","388 BEN BOLT AVENUE, TAZEWELL, VA","24651",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HENRICO DOCTORS' HOSPITAL","1602 SKIPWITH ROAD, RICHMOND, VA","23229",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SENTARA PRINCESS ANNE HOSPITAL","2025 GLENN MITCHELL DRIVE, VIRGINIA BEACH, VA","23456",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
