SiteNumber	Type	LocationID	EffectiveDate	Region	DistrictOffice	State	StateName	County	CountyState	City	FacilityName	Ownership	Use	Owner	OwnerAddress	OwnerCSZ	OwnerPhone	Manager	ManagerAddress	ManagerCSZ	ManagerPhone	ARPLatitude	ARPLatitudeS	ARPLongitude	ARPLongitudeS	ARPMethod	ARPElevation	ARPElevationMethod	MagneticVariation	MagneticVariationYear	TrafficPatternAltitude	ChartName	DistanceFromCBD	DirectionFromCBD	LandAreaCoveredByAirport	BoundaryARTCCID	BoundaryARTCCComputerID	BoundaryARTCCName	ResponsibleARTCCID	ResponsibleARTCCComputerID	ResponsibleARTCCName	TieInFSS	TieInFSSID	TieInFSSName	AirportToFSSPhoneNumber	TieInFSSTollFreeNumber	AlternateFSSID	AlternateFSSName	AlternateFSSTollFreeNumber	NOTAMFacilityID	NOTAMService	ActivationDate	AirportStatusCode	CertificationTypeDate	FederalAgreements	AirspaceDetermination	CustomsAirportOfEntry	CustomsLandingRights	MilitaryJointUse	MilitaryLandingRights	InspectionMethod	InspectionGroup	LastInspectionDate	LastOwnerInformationDate	FuelTypes	AirframeRepair	PowerPlantRepair	BottledOxygenType	BulkOxygenType	LightingSchedule	BeaconSchedule	ATCT	UNICOMFrequencies	CTAFFrequency	SegmentedCircle	BeaconColor	NonCommercialLandingFee	MedicalUse	SingleEngineGA	MultiEngineGA	JetEngineGA	HelicoptersGA	GlidersOperational	MilitaryOperational	Ultralights	OperationsCommercial	OperationsCommuter	OperationsAirTaxi	OperationsGALocal	OperationsGAItin	OperationsMilitary	OperationsDate	AirportPositionSource	AirportPositionSourceDate	AirportElevationSource	AirportElevationSourceDate	ContractFuelAvailable	TransientStorage	OtherServices	WindIndicator	IcaoIdentifier	MinimumOperationalNetwork
26159.*A	AIRPORT	'S93	8/12/21	ANM	SEA	WA	WASHINGTON	KITTITAS	WA	CLE ELUM	CLE ELUM MUNI	PU	PU	CITY OF CLE ELUM	119 WEST 1ST STREET	"CLE ELUM, WA 98922"	    509-674-2262	ROB OMANS	119 WEST 1ST STREET	"CLE ELUM, WA 98922"	    509-674-2262	47-11-39.2739N	169899.2739N	120-53-02.5274W	435182.5274W	E	1944	S	20E	1985		SEATTLE	1	E	160	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	8/1/37	O		N	NOT ANALYZED	N	N	N	N	S	S	6152021	9111981		NONE	NONE	NONE	NONE	SEE RMK	SEE RMK	N		122.9		CG	N		2	0	0	0	0	0	0				2000	3500		12/31/20	STATE	00:00.0	STATE	00:00.0		TIE		Y-L		N
26159.1*A	AIRPORT	'2W1	8/12/21	ANM	SEA	WA	WASHINGTON	KITTITAS	WA	CLE ELUM	DE VERE FLD	PR	PU	JAMES L.  DE VERE	PO BOX 25	"SOUTH CLE ELUM, WA 98943"	  (509) 609-6938	JAMES L. DE VERE	PO BOX 25	"SOUTH CLE ELUM, WA 98943"	  (509) 609-6938	47-10-39.2920N	169839.2920N	120-51-09.5790W	435069.5790W	E	1800	E	20E	1985		SEATTLE	3	E	12	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	6/1/63	O			CONDITIONAL	N	N	N	N	S	S	8142018	9021980				NONE	NONE			N		122.9	N		N		6									20	1000	500		12/31/17	STATE	00:00.0				TIE		Y		N
26162.1*A	AIRPORT	'00W	8/12/21	ANM	SEA	WA	WASHINGTON	WHITMAN	WA	COLFAX	LOWER GRANITE STATE	PU	PU	WSDOT AVIATION DIVISION	7702 TERMINAL STREET SW	"TUMWATER, WA 98501-7264"	    800-552-0666	G. PAUL WOLF	7702 TERMINAL STREET SW	"TUMWATER, WA 98501-7264"	  (360) 618-2477	46-40-21.9000N	168021.9000N	117-26-30.0000W	422790.0000W	E	719	E	19E	1985		SEATTLE	12	S		ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	7/1/66	O			CONDITIONAL					S	S	5102019	8291983		NONE	NONE	NONE	NONE			N		122.9	Y		N													300		12/31/18	FAA-EST	00:00.0				TIE		Y		N
26162.*A	AIRPORT	'S94	8/12/21	ANM	SEA	WA	WASHINGTON	WHITMAN	WA	COLFAX	PORT OF WHITMAN BUSINESS AIR CENTER	PU	PU	PORT OF WHITMAN COUNTY	302 N. MILL ST	"COLFAX, WA 99111"	    509-397-3791	DARRELL FENDER	PO BOX 143	"COLFAX, WA 99111"	    509-397-2061	46-51-31.3460N	168691.3460N	117-24-50.6920W	422690.6920W	E	2181	E	19E	1985	829	SEATTLE	3	SW	64	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	11/1/49	O		N1	NOT ANALYZED	N	N	N	N	S	S	8052020	8311981		NONE	NONE	NONE	NONE	SEE RMK	SS-SR	N	122.8	122.8	N	CG	N		19	1	0	0	0	0	0				11000	4000		12/31/19	STATE	00:00.0	STATE	00:00.0		TIE	AGRI	Y-L		N
26163.*A	AIRPORT	'S95	8/12/21	ANM	SEA	WA	WASHINGTON	WALLA WALLA	WA	COLLEGE PLACE	MARTIN FLD	PR	PU	MARTIN AIRPORT LLC	5 W. ALDER SUITE 400	"WALLA WALLA, WA 99362"	    509-386-0000	TARRAGON NW LLC	5 W. ALDER SUITE 400	"WALLA WALLA, WA 99362"	    509-386-0000	46-02-48.9810N	165768.9810N	118-25-01.8400W	426301.8400W	E	746	E	19E	1985		SEATTLE	1	W	170	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	7/1/42	O			NO OBJECTION	N	N	N	N	S	S	8052020	11101999	100LL	MINOR	MINOR	NONE		SEE RMK		N	122.8	122.8	N		N		52	0			0		0				4000	1000		12/31/19	STATE	00:00.0	STATE	00:00.0		TIE	"GLD,INSTR,RNTL"	Y		N
26165.*A	AIRPORT	'63S	8/12/21	ANM	SEA	WA	WASHINGTON	STEVENS	WA	COLVILLE	COLVILLE MUNI	PU	PU	CITY OF COLVILLE	CITY HALL 170 S OAK ST	"COLVILLE, WA 99114"	    509-684-5094	DAVID GARRINGER	173-A N. AIRPORT DR	"COLVILLE, WA 99114"	    509-685-9056	48-32-39.0095N	174759.0095N	117-53-00.6920W	424380.6920W	E	1888	E	20E	1985		SEATTLE	1	E	110	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	11/1/38	O		NGY	NOT ANALYZED	N	N	N	N	S	S	8132019	8271980	100LL	NONE	NONE	NONE	NONE	SEE RMK	SS-SR	N	122.8	122.8	N	CG	N		25	2	0	0	0	0	0			0	5550	1000		12/31/18	NACO	00:00.0	STATE	00:00.0		TIE	INSTR	Y		N
26167.*A	AIRPORT	'3W5	8/12/21	ANM	SEA	WA	WASHINGTON	SKAGIT	WA	CONCRETE	MEARS FLD	PU	PU	CITY OF CONCRETE	PO BOX 39	"CONCRETE, WA 98237"	    360-853-8401	TOWN OF CONCRETE	PO BOX 39	"CONCRETE, WA 98237"	    425-322-8582	48-31-47.4180N	174707.4180N	121-45-29.6960W	438329.6960W	E	267	E	21E	1985		SEATTLE	1	S	29	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	7/1/38	O		GY	NOT ANALYZED	N	N	N	Y	S	S	7152020		100LL	NONE	NONE	NONE	NONE			N		122.9	Y		N		44	2									2006	3010	20	12/31/19	STATE	00:00.0	STATE	00:00.0		TIE	"CHTR,GLD,INSTR,SALES"	Y		N
26170.*A	AIRPORT	'S16	8/12/21	ANM	SEA	WA	WASHINGTON	GRAYS HARBOR	WA	COPALIS	COPALIS STATE	PU	PU	WSDOT AVIATION DIVISION	7702 TERMINAL STREET SW	"TUMWATER, WA 98501-7264"	  (800) 552-0666	G. PAUL WOLF	7702 TERMINAL STREET SW	"TUMWATER, WA 98501-7264"	  (360) 618-2477	47-08-41.4950N	169721.4950N	124-11-21.3050W	447081.3050W	E	1	E	20E	1985		SEATTLE	2	NW	16	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	5/1/58	O			NOT ANALYZED					S	S	8272018	8291983		NONE	NONE	NONE	NONE			N		122.9	N		N													200		12/31/17	STATE	00:00.0						Y		N
26180.*A	AIRPORT	'1S2	8/12/21	ANM	SEA	WA	WASHINGTON	SNOHOMISH	WA	DARRINGTON	DARRINGTON MUNI	PU	PU	TOWN OF DARRINGTON	P.O. BOX 397	"DARRINGTON, WA 98241"	    360-436-1131	JIM HALE	P.O. BOX 312	"DARRINGTON, WA 98241"	    360-631-1928	48-15-31.0050N	173731.0050N	121-36-36.7330W	437796.7330W	E	553	E	21E	1985		SEATTLE	0	N	90	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	1/1/48	O			NOT ANALYZED	N	N	N	N	S	S	7152020	10021980		NONE	NONE	NONE	NONE	SEE RMK	SS-SR	N		122.9	N	CG	N		5			4	2		8				1548	762		12/31/19	STATE	00:00.0	STATE	00:00.0		TIE		Y-L		N
26181.*A	AIRPORT	'68S	8/12/21	ANM	SEA	WA	WASHINGTON	LINCOLN	WA	DAVENPORT	DAVENPORT	PU	PU	CITY OF DAVENPORT	PO BOX 26	"DAVENPORT, WA 99122"	    509-725-4352	STEVE GOEMMEL	P.O. BOX 26	"DAVENPORT, WA 99122"	    509-725-4352	47-39-07.4160N	171547.4160N	118-10-25.5860W	425425.5860W	E	2426	S	20E	1985		SEATTLE	1	W	35	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	12/1/45	O		N	NOT ANALYZED	N	N	N	N	S	S	6262019	8261981	100LL	NONE		NONE	NONE		SS-SR	N		122.9	N	CG	N		16	0	0	0	0	0	2				5000	2000		12/31/18	ADO	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	AGRI	Y-L		N
26184.*A	AIRPORT	'DEW	8/12/21	ANM	SEA	WA	WASHINGTON	SPOKANE	WA	DEER PARK	DEER PARK	PU	PU	CITY OF DEER PARK	316 E. CRAWFORD	"DEER PARK, WA 99006"	    509-276-8802	DAROLD SCHULTZ	PO BOX F	"DEER PARK, WA 99006"	    509-276-3379	47-58-01.4000N	172681.4000N	117-25-42.9000W	422742.9000W	E	2211	S	16E	2010		SEATTLE	3	NE	1796	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				DEW	Y	12/1/43	O		NGY3	NOT ANALYZED	N	N	N	Y	S	S	5212019	9021982	100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	123	123	Y	CG	N		66	2	1	1	3	0	0			0	19065	17475		12/31/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	"GLD,INSTR,RNTL,TOW"	Y-L	KDEW	N
26189.*A	AIRPORT	'ESW	8/12/21	ANM	SEA	WA	WASHINGTON	KITTITAS	WA	EASTON	EASTON STATE	PU	PU	WSDOT AVIATION DIVISION	7702 TERMINAL STREET SW	"TUMWATER, WA 98501-7264"	  (800) 552-0666	G. PAUL WOLF	7702 TERMINAL STREET SW	"TUMWATER, WA 98501-7264"	  (360) 618-2477	47-15-15.0620N	170115.0620N	121-11-07.9140W	436267.9140W	E	2226	E	20E	1985		SEATTLE	2	N	28	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	9/1/41	O		P	NOT ANALYZED	N	N	N	Y	S	S	6152021			NONE	NONE	NONE	NONE	SEE RMK		N		122.9	N		N													300		12/31/20	FAA-EST IMAGERY	00:00.0	FAA-EST IMAGERY	00:00.0		TIE		Y	KESW	N
26190.*A	AIRPORT	'ORS	8/12/21	ANM	SEA	WA	WASHINGTON	SAN JUAN	WA	EASTSOUND	ORCAS ISLAND	PU	PU	PORT OF ORCAS	P.O. BOX 53	"EASTSOUND, WA 98245"	    360-376-5285	JEANNIE SHARPE	PO BOX 53	"EASTSOUND, WA 98245"	    360-376-5285	48-42-30.0140N	175350.0140N	122-54-38.1430W	442478.1430W	E	34	S	17E	2010	1000	SEATTLE	1	N	64	ZSE	ZCS	SEATTLE	ZVR	ZVR	VANCOUVER	N	SEA	SEATTLE		1-800-WX-BRIEF				ORS	Y	11/1/45	O		NGY	NOT ANALYZED	N	N	N	Y	S	S	7132018		100LL	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N		128.25	Y	CG	N		60	1	0	0	0	0	0	6800		1900	15000	18000	100	12/31/17	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	"AFRT,CHTR,INSTR"	Y-L	KORS	N
26191.1*A	AIRPORT	'2W3	8/12/21	ANM	SEA	WA	WASHINGTON	PIERCE	WA	EATONVILLE	SWANSON	PU	PU	TOWN OF EATONVILLE	PO BOX 309	"EATONVILLE, WA 98328"	  (360) 832-3361	JOHN HENRICKS	465 AIRPORT ROAD EAST	"EATONVILLE, WA 98328"	  (253) 888-0929	46-52-18.0000N	168738.0000N	122-15-26.0000W	440126.0000W	E	843	E	20E	1985	800	SEATTLE	1	NE	10	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	10/1/52	O			NOT ANALYZED	N	N	N		S	S	5212021	8231982		NONE	NONE	NONE	NONE	SEE RMK		N		122.9	N		N		12						1				1500	4500	1000	12/31/20	FAA-EST	00:00.0	STATE	00:00.0		TIE		Y-L		N
26193.1*A	AIRPORT	'3W7	8/12/21	ANM	SEA	WA	WASHINGTON	GRANT	WA	ELECTRIC CITY	GRAND COULEE DAM	PU	PU	GRANT CO PORT DIST NR 7	P.O. BOX 616	"GRAND COULEE, WA 99133"	  (509) 633-3018	ROBERT BABLER	P.O. BOX 182	"GRAND COULEE, WA 99133"	    509-633-1319	47-55-19.4000N	172519.4000N	119-04-58.8000W	428698.8000W	E	1593	S	15E	2020		SEATTLE	2	SW	220	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	10/1/72	O		NGY	NO OBJECTION	N	N	N	Y	S	S	6252019			NONE	NONE	NONE	NONE	SEE RMK	SS-SR	N		122.9	Y	CG	N		10	0	0	0	0	0	0				5000	8000		12/31/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE		Y-L		N
26195.*A	AIRPORT	'ELN	8/12/21	ANM	SEA	WA	WASHINGTON	KITTITAS	WA	ELLENSBURG	BOWERS FLD	PU	PU	KITTITAS COUNTY	"205 WEST 5TH AVE., SUITE 105"	"ELLENSBURG, WA 98926"	    509-607-6134	KEN GRANNAN	"3110 NORTH AIRPARK RD, SUITE #1, SUITE 105"	"ELLENSBURG, WA 98926"	    509-607-6134	47-02-05.4438N	169325.4438N	120-31-43.8929W	433903.8929W	E	1763	S	16E	2010	834	SEATTLE	2	N	1301	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				ELN	Y	12/1/38	O		NGPY3	NOT ANALYZED	N	N	N	Y	S	S	6162021	10041982	100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	123	123	Y	CG	N		37	3	2	0	0	0	0			1845	33300	25200	100	12/31/20	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	"CHTR,INSTR"	Y-L	KELN	N
26204.*A	AIRPORT	'EPH	8/12/21	ANM	SEA	WA	WASHINGTON	GRANT	WA	EPHRATA	EPHRATA MUNI	PU	PU	PORT DIST NO 9 GRANT CO	PORT OF EPHRATA PO BOX 1089	"EPHRATA, WA 98823"	    509-754-3508	MICHAEL WREN	PO BOX 1089	"EPHRATA, WA 98823"	    509-754-3508	47-18-29.0580N	170309.0580N	119-31-00.8890W	430260.8890W	E	1276	S	16E	2010		SEATTLE	2	SE	2300	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				EPH	Y	8/1/43	O		NGPSY3	NO OBJECTION	N	N	N	Y	S	S	7092019		100LL	MINOR	MINOR	NONE		SEE RMK	SS-SR	N	122.8	122.8	Y	CG	N		18	0	0	0	22	0	0				35000	10000		12/31/18	OWNER	00:00.0	NGS	00:00.0		"HGR,TIE"	"GLD,INSTR,TOW"	Y-L	KEPH	Y
26210.*A	AIRPORT	'PAE	8/12/21	ANM	SEA	WA	WASHINGTON	SNOHOMISH	WA	EVERETT	SNOHOMISH COUNTY (PAINE FLD)	PU	PU	SNOHOMISH COUNTY	3000 ROCKEFELLER AVE.	"EVERETT, WA 98201"	    425-388-3411	ARIF GHOUSE	3220 100TH ST SW	"EVERETT, WA 98204"	  (425) 388-5100	47-54-26.3425N	172466.3425N	122-16-55.5384W	440215.5384W	E	607	S	16E	2020		SEATTLE	6	SW	1315	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				PAE	Y	11/1/38	O	I B S 11/1974	NGPY	NOT ANALYZED	N	Y	N	Y	F	F	3162020		100LLA	MAJOR	MAJOR	HIGH	HIGH	SEE RMK	SS-SR	Y	122.95	132.95	Y	CG	Y		451	38	15	5	0	0	1	2917		1091	56589	53908	696	12/31/18	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		"HGR,TIE"	"AFRT,AVNCS,CHTR,INSTR,RNTL,SALES"	Y-L	KPAE	N
26213.*A	AIRPORT	'S18	8/12/21	ANM	SEA	WA	WASHINGTON	CLALLAM	WA	FORKS	FORKS	PU	PU	CITY OF FORKS	"FORKS CITY HALL, 500 EAST DIVISION STREET"	"FORKS, WA 98331"	    360-374-5412	AUDREY GRAFSTROM	"FORKS CITY HALL , 500 EAST DIVISION STREET"	"FORKS, WA 98331"	    360-374-5412	47-56-15.7860N	172575.7860N	124-23-45.3140W	447825.3140W	E	299	E	21E	1985		SEATTLE	1	SW	72	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	1/1/39	O		GY	NOT ANALYZED	N	N	N	N	S	S	7292020	9251981				NONE	NONE	SS-SR		N		122.9	Y		N		3			3			3				8300	5250	50	12/31/19	STATE	00:00.0	STATE	00:00.0		TIE		Y-L		N
26219.1*C	SEAPLANE BASE	'W33	8/12/21	ANM	SEA	WA	WASHINGTON	SAN JUAN	WA	FRIDAY HARBOR	FRIDAY HARBOR	PU	PU	PORT OF FRIDAY HARBOR	PO BOX 889	"FRIDAY HARBOR, WA 98250"	    360-378-2688	MIKE OTIS	PO BOX 889	"FRIDAY HARBOR, WA 98250"	  (360) 378-4724	48-32-14.3590N	174734.3590N	123-00-34.6450W	442834.6450W	E	0	E	21E	1985		SEATTLE	0	NE		ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	10/1/47	O		NGY	NOT ANALYZED	Y	Y	N	Y	S	S	7132018			NONE	NONE	NONE	NONE			N		128.25	N		N		0	0	0	0	0	0	0			4752		4000		12/31/17	OWNER		OWNER					Y		N
26219.4*A	AIRPORT	'FHR	8/12/21	ANM	SEA	WA	WASHINGTON	SAN JUAN	WA	FRIDAY HARBOR	FRIDAY HARBOR	PU	PU	PORT OF FRIDAY HARBOR	PO BOX 889	"FRIDAY HARBOR, WA 98250"	  (360) 378-2688	MIKE OTIS	PO BOX 889	"FRIDAY HARBOR, WA 98250"	  (360) 378-4724	48-31-19.1000N	174679.1000N	123-01-27.7000W	442887.7000W	E	112	S	16E	2015		SEATTLE	0	SW	145	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				FHR	Y	3/1/39	O		NGY	NOT ANALYZED	N	Y	N	Y	S	S	9222020		100LL	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N		128.25	Y	CG	Y		138	7		6						12831	22322	9687		12/31/19	NGS	00:00.0	NGS	00:00.0		TIE	"AFRT,AMB,CARGO,CHTR,INSTR,RNTL"	Y-L	KFHR	N
26222.1*A	AIRPORT	'S20	8/12/21	ANM	SEA	WA	WASHINGTON	KLICKITAT	WA	GOLDENDALE	GOLDENDALE	PU	PU	CITY OF GOLDENDALE	"1103 SOUTH COLUMBUS, P.O. BOX 69"	"GOLDENDALE, WA 98620"	    509-773-3771	LARRY BELLAMY	"1103 SOUTH COLUMBUS, P.O. BOX 69"	"GOLDENDALE, WA 98620"	  (509) 261-9442	45-49-55.4660N	164995.4660N	120-50-42.9890W	435042.9890W	E	1678	E	19E	1985		SEATTLE	1	NW	73	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	6/1/58	O			NOT ANALYZED	N	N	N	N	S	S	6142019	9081980		NONE	NONE	NONE	NONE	SEE RMK	SS-SR	N		122.9	N	CG	N		9	1					1			10	1500	3600		12/31/18	STATE	00:00.0	STATE	00:00.0		TIE	AGRI	Y-L		N
26230.*A	AIRPORT	'21W	8/12/21	ANM	SEA	WA	WASHINGTON	PIERCE	WA	GREENWATER	RANGER CREEK	PU	PU	WSDOT AVIATION DIVISION	7702 TERMINAL STREET SW	"TUMWATER, WA 98501-7264"	  (800) 552-0666	G. PAUL WOLF	7702 TERMINAL STREET SW	"TUMWATER, WA 98501-7264"	  (360) 618-2477	47-00-47.3000N	169247.3000N	121-32-01.2000W	437521.2000W	E	2650	E	19E	1995		SEATTLE	10	SE	20	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	3/1/97	O			NO OBJECTION					S	S	7062018	2211997								N		122.9	N														200		250	12/31/17	FAA-EST	00:00.0	NACO	00:00.0				Y		N
26236.*A	AIRPORT	'HQM	8/12/21	ANM	SEA	WA	WASHINGTON	GRAYS HARBOR	WA	HOQUIAM	BOWERMAN	PU	PU	PORT OF GRAYS HARBOR	"BOX 660, 111 S WOODING STREET"	"ABERDEEN, WA 98520"	    360-533-9528	SHANNON ANDERSON	"BOX 660, 111 S WOODING STREET"	"ABERDEEN, WA 98520"	    360-533-9544	46-58-16.3000N	169096.3000N	123-56-11.6000W	446171.6000W	E	17	S	19E	1995		SEATTLE	2	W	145	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE		SEA	SEATTLE		1-800-WX-BRIEF				HQM	Y	4/1/44	O		NGRY3	NOT ANALYZED	N	Y	N	Y	S	S	9152020		100LLA	NONE	NONE	NONE	NONE	SEE RMK	SS-SR	N	122.7	122.7	Y	CG	N		13	3	1	0	0	0	0				1000	1000	0	12/31/19	NGS	00:00.0	NGS	00:00.0		TIE		Y-L	KHQM	N
26240.*A	AIRPORT	'7W1	8/12/21	ANM	SEA	WA	WASHINGTON	PACIFIC	WA	ILWACO	PORT OF ILWACO	PU	PU	PORT OF ILWACO	"165 HOWERTON WAY, PO BOX 307"	"ILWACO, WA 98624"	    360-642-3143	GUY GLENN	"PORT OF ILWACO 165 HOWERTON AVENUE, PO BOX 307"	"ILWACO, WA 98624"	    360-642-3143	46-18-53.6850N	166733.6850N	124-00-13.8170W	446413.8170W	E	13	E	20E	1985		SEATTLE	2	E	34	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	8/1/37	O			NOT ANALYZED	N	N	N	N	S	S	9172020	8211981		NONE	NONE	NONE	NONE		SEE RMK	N		122.9	N	CG	N		2										350	350		12/31/19	STATE	00:00.0	STATE	00:00.0		TIE		Y-L		N
26240.5*A	AIRPORT	'S23	8/12/21	ANM	SEA	WA	WASHINGTON	PEND OREILLE	WA	IONE	IONE MUNI	PU	PU	CITY OF IONE	PO BOX 498	"IONE, WA 99139"	    509-442-3611	JOHN REDINGER	PO BOX 498	"IONE, WA 99139"	    509-442-3416	48-42-30.3800N	175350.3800N	117-24-47.2700W	422687.2700W	E	2109	E	20E	1985		SEATTLE	2	S	75	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	8/1/50	O		N1	NOT ANALYZED	N	N	N	N	S	S	6132018	9011981		NONE	NONE	NONE	NONE	SS-SR	SS-SR	N		122.9	N	CG	N		7	0	0	0	0	0	0				700	2000		12/31/17	STATE	00:00.0	STATE	00:00.0		TIE		Y-L		N
26243.5*A	AIRPORT	'W09	8/12/21	ANM	SEA	WA	WASHINGTON	WALLA WALLA	WA	KAHLOTUS	LOWER MONUMENTAL STATE	PU	PU	WSDOT AVIATION DIVISION	7702 TERMINAL STREET SW	"TUMWATER, WA 98501-7264"	    800-552-0666	G. PAUL WOLF	7702 TERMINAL STREET SW	"TUMWATER, WA 98501-7264"	  (360) 618-2477	46-32-59.0000N	167579.0000N	118-32-12.1050W	426732.1050W	E	813	S	19E	1985		SEATTLE	5	S		ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y		O			CONDITIONAL					S	S	5132019	8281980		NONE	NONE	NONE	NONE			N		122.9	N		N													300		12/31/18								Y		N
26246.*A	AIRPORT	'KLS	8/12/21	ANM	SEA	WA	WASHINGTON	COWLITZ	WA	KELSO	SOUTHWEST WASHINGTON RGNL	PU	PU	CITY OF KELSO	"203 S. PACIFIC AVE , PO BOX 819"	"KELSO, WA 98626"	  (360) 577-3370	CHRISTOPHER PAOLINI	2222 SOUTH PACIFIC AVENUE	"KELSO, WA 98626"	  (360) 261-8268	46-07-04.8000N	166024.8000N	122-53-54.1000W	442434.1000W	E	20	S	17E	2010		SEATTLE	2	SE	110	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				KLS	Y	5/1/41	O		NGY	NOT ANALYZED	N	Y	N	Y	S	S	5062021		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	122.8	122.8	Y	CG	N		53	5	1	1	0	0	0			1675	19700	18800	685	12/31/20	3RD PARTY SURVEY	00:00.0	3RD PARTY SURVEY	00:00.0		TIE	"AGRI,AVNCS,CHTR,INSTR,RNTL,SALES"	Y-L	KKLS	N
26248.*C	SEAPLANE BASE	'S60	8/12/21	ANM	SEA	WA	WASHINGTON	KING	WA	KENMORE	KENMORE AIR HARBOR INC	PR	PU	TODD BANKS	PO BOX 82064	"KENMORE, WA 98028-0064"	    425-486-1257	SARAH FELLER	PO BOX 82064	"KENMORE, WA 98028-0064"	    425-486-1257	47-45-17.3520N	171917.3520N	122-15-33.4550W	440133.4550W	E	14	E	20E	1985		SEATTLE	1	S	5	ZSE	ZCS	SEATTLE	ZSE	ZCS	SEATTLE	N	SEA	SEATTLE		1-800-WX-BRIEF				SEA	Y	4/1/47	O		N	NOT ANALYZED	N	Y	N	N	S	S	8122020		100LLA	MAJOR	MAJOR	NONE	NONE			N	122.7	122.7	N		N		25	0	0	0	0	0	0			35000	7500	500		12/31/19	OWNER	00:00.0	OWNER	00:00.0		TIE	"BCHGR,CHTR,INSTR,SALES"	Y		N
